@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N10-R72-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
2029,0.744782,0,0,0,1.732051,27.712813,-25.980762,-26.344493,1.351,-27.331762,0,cluster1
2030,35.624821,-21.364847,-1.979734,-2.769549,21.669688,132.95222,-102.416164,-130.149762,18.333758,-108.216802,0,cluster1
2031,32.320068,0,0,0,-27.123916,39.248271,-8.660254,-10.392305,-28.855966,-8.660254,0,cluster1
2032,52.761732,-40.599271,-0.471118,-2.352125,42.681196,155.243714,-104.563907,-152.420471,34.952785,-106.916032,0,cluster1
2033,22.653493,-24.427113,-2.047284,-2.73664,22.51666,121.971018,-102.190998,-126.754942,21.690472,-102.190998,0,cluster1
2034,15.536496,-1.784012,3.845153,0,8.660254,36.373067,-23.86766,-40.21822,5.629165,-31.557966,0,cluster1
2035,27.581177,-14.906029,3.654627,0.161081,26.141843,356.59462,-334.008678,-359.585872,21.228015,-339.684608,0,cluster1
2036,55.552066,-41.45144,-0.874686,-0.429549,47.922382,409.630016,-359.400543,-408.481666,40.585415,-359.975583,0,cluster1
2037,21.035757,-7.193207,1.804797,-2.553043,19.624136,67.549981,-50.229473,-70.601855,13.854674,-61.747611,0,cluster1
2038,24.125736,-13.430322,1.415086,0.200918,20.898925,249.934932,-228.630707,-250.743799,17.067629,-235.704402,0,cluster1
2039,227.664222,-131.840243,-3.067462,3.050141,174.746606,717.138316,-535.2037,-710.08887,124.425334,-536.087045,0,cluster0
2040,96.442321,-90.652075,-10.563778,-3.117691,92.578116,271.447003,-180.462374,-271.826322,80.450296,-189.88473,0,cluster0
2041,29.969675,-16.333239,3.684072,0,25.980762,142.028166,-116.047404,-142.310491,20.299635,-123.980197,0,cluster1
2042,9.115783,-6.611238,-1.870615,0,5.057588,41.569219,-34.641016,-39.698605,2.870008,-36.511631,0,cluster1
2043,33.700513,-28.02285,-1.473975,-1.70607,29.817255,914.003211,-883.345912,-912.506719,29.529734,-880.721855,0,cluster1
2044,46.625076,-30.560304,4.792585,-1.160474,41.569219,220.542029,-178.97281,-228.618582,37.57511,-188.308564,0,cluster1
2045,42.391944,-30.960408,1.299038,1.558846,41.222809,223.434554,-185.329436,-225.253208,34.0781,-186.888282,0,cluster1
2046,23.036276,-11.639381,1.36832,0,21.113699,119.840595,-94.604615,-118.472275,13.700522,-100.788036,0,cluster1
2047,7.887759,-14.233994,-0.817528,-5.888973,12.713253,146.635421,-135.099963,-147.016473,11.137087,-135.099963,0,cluster1
2048,157.711886,-144.912031,-1.247077,0.554256,151.242677,453.797312,-305.325916,-452.827363,141.586493,-303.108891,0,cluster1
2049,28.545929,-27.721473,-4.305878,-3.755086,25.980762,100.978562,-74.9978,-105.835233,20.762093,-94.223564,0,cluster1
2050,53.802694,-43.405193,-1.529401,-0.890274,47.394106,256.34352,-206.529738,-255.027161,40.772476,-208.949413,0,cluster1
2051,-3.186973,0,0,0,1.732051,10.392305,-8.660254,-3.74123,0,-8.660254,0,cluster1
2052,15.420448,-7.534421,-4.456567,1.617735,16.939457,103.351472,-86.412015,-111.958032,18.765038,-99.87005,0,cluster1
2053,20.760361,24.283352,10.711002,6.183421,19.052559,56.170408,-49.484692,-82.559934,6.633755,-68.034956,0,cluster1
2054,3.659823,-10.577634,-7.690306,-0.663375,5.196152,6.166101,-4.815101,-6.829476,2.223953,-16.35056,0,cluster0
2055,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
2056,31.000245,-8.202993,7.562134,1.231488,24.406328,429.011665,-404.139415,-435.825552,17.623617,-415.482616,0,cluster1
2057,43.666733,-35.05844,3.374035,-2.319216,42.021285,533.125239,-491.902429,-535.311087,38.780618,-497.010247,0,cluster1
2058,3.639039,-3.1506,-7.205331,-3.602666,-2.009179,22.51666,-17.320508,-15.311329,3.1506,-24.525839,0,cluster0
2059,25.249837,-7.965702,1.581362,2.620593,21.118895,120.723941,-99.904691,-130.153226,12.503675,-108.663672,0,cluster1
2060,294.834885,-261.782159,-1.645448,0.504027,277.335975,1516.514405,-1236.511072,-1513.926721,255.945148,-1242.226839,0,cluster0
2061,227.664222,-131.840243,-3.067462,3.050141,174.746606,717.138316,-535.2037,-710.08887,124.425334,-536.087045,0,cluster0
2062,24.130932,-15.15198,1.03923,1.357928,24.373419,430.657113,-408.72935,-434.917958,16.239708,-415.70605,0,cluster1
2063,55.273205,-41.035748,-0.128172,-0.171473,48.197778,508.30495,-458.1794,-506.290575,40.221684,-458.479045,0,cluster1
2064,19.987866,2.667358,-7.863511,-7.863511,0.796743,27.712813,-26.91607,-35.576324,13.059663,-11.189048,0,cluster0
2065,-0.990733,14.597724,0,0,5.196152,17.320508,-20.78461,-8.660254,2.722784,-3.464102,0,cluster1
2066,28.551126,-5.980771,-0.774227,1.874079,19.558318,147.345562,-126.439709,-154.317067,12.441321,-131.026179,0,cluster1
2067,55.203923,-41.10503,-0.128172,-0.169741,48.19951,496.180595,-446.869108,-494.164488,40.290966,-446.352957,0,cluster1
2068,6.001556,-7.577722,0,-1.281718,10.392305,22.51666,-12.124356,-16.593047,6.296005,-12.124356,0,cluster1
2069,9.217974,-5.573739,-3.931755,0,-0.467654,34.641016,-31.176915,-34.641016,-2.289771,-35.10867,0,cluster1
2070,10.738715,-3.117691,0,0,6.928203,19.052559,-12.124356,-19.052559,3.117691,-12.124356,0,cluster1
2071,20.575032,-20.439932,-1.766692,1.143154,22.482019,146.652742,-126.47435,-147.241639,13.529049,-132.207438,0,cluster1
2072,33.021549,-14.337917,1.207239,0,18.983277,192.292281,-164.475545,-192.851733,14.337917,-171.542312,0,cluster1
2073,30.078794,-7.517101,7.809817,1.273057,25.56507,420.871026,-397.228532,-429.13464,18.446341,-408.954516,0,cluster1
2074,24.456557,-13.509996,0,-0.450333,17.320508,76.210236,-65.540803,-79.986106,13.059663,-55.56419,0,cluster1
2075,-1.650644,-5.669002,0,-6.651075,8.660254,32.908965,-24.248711,-19.606815,12.320077,-24.248711,0,cluster1
2076,28.092132,-25.166698,-1.297306,-4.770068,25.980762,94.604615,-72.746134,-100.671989,20.39663,-85.112977,0,cluster1
2077,13.423394,-4.970986,0,-0.368927,15.190086,89.66827,-67.290174,-85.239416,9.382519,-74.478185,0,cluster1
2078,18.590101,-14.318864,0,0,15.588457,45.033321,-29.444864,-45.033321,12.586813,-29.444864,0,cluster1
2079,15.124268,-12.588545,0,0,13.856406,72.988621,-60.621778,-74.478185,12.588545,-60.621778,0,cluster1
2080,43.067443,-35.856916,1.203775,-0.400104,42.002232,1046.712944,-1006.754532,-1046.588236,38.370122,-1011.656236,0,cluster1
2081,21.827304,-21.839429,-3.933487,-1.818653,22.603263,103.836446,-84.87049,-102.296653,16.383469,-88.507796,0,cluster1
2082,45.571989,-35.749529,3.375767,-1.02191,41.066925,299.835315,-259.807621,-304.201815,38.832579,-263.410287,0,cluster1
2083,10.885939,-12.739234,-0.155885,0.389711,14.32406,145.353704,-133.835566,-143.197301,9.803408,-132.865617,0,cluster1
2084,10.440802,-7.619292,-0.722265,1.144886,8.660254,40.183579,-34.294606,-41.146599,5.975575,-34.294606,0,cluster1
2085,12.385895,-10.252009,-5.854332,-3.883258,6.928203,29.981799,-23.053596,-30.937892,3.441585,-28.907928,0,cluster0
2086,27.837521,-14.840211,14.826355,-3.39482,28.128505,296.994752,-270.078682,-299.272399,20.616601,-284.610589,0,cluster1
2087,24.435773,-7.082356,5.158047,0.796743,19.286386,239.99296,-220.767196,-246.242199,13.800981,-229.505392,0,cluster1
2088,42.958324,-36.6883,-1.392569,-2.442192,41.551899,367.697066,-325.538949,-370.336711,41.590004,-329.193576,0,cluster1
2089,-1.628128,5.092229,0,5.092229,1.732051,8.660254,-12.020433,-3.568025,0,-1.835974,0,cluster1
2090,-0.956092,-3.290897,0.938772,1.177795,4.018358,40.460707,-30.553376,-30.047617,4.468691,-35.264554,0,cluster1
2091,21.106771,-15.326918,-0.372391,-2.229149,19.052559,147.224319,-126.12794,-145.738219,14.119678,-129.19367,0,cluster1
2092,3.697928,-10.302238,-3.988913,-0.952628,5.975575,64.657457,-60.621778,-61.908692,3.564561,-63.514303,0,cluster1
2093,12.773875,-4.546633,0,1.901792,10.562046,32.908965,-24.248711,-31.007174,4.546633,-22.34692,0,cluster1
2094,-3.497011,-4.650556,-3.68234,3.135012,3.464102,12.453445,-12.124356,-3.543776,-4.754479,-15.259368,0,cluster1
2095,54.188942,-38.513882,2.040356,-1.091192,48.549384,1311.491551,-1267.254973,-1315.721219,43.675393,-1269.835729,0,cluster1
2096,47.000931,-40.814045,2.303628,-0.659911,48.497423,233.809539,-183.597386,-225.306901,45.315645,-186.47259,0,cluster1
2097,34.854058,-27.4149,-0.781155,0,31.627248,1619.606069,-1588.429155,-1620.977853,28.452399,-1589.018052,0,cluster0
2098,19.714202,-15.87771,-1.124101,-0.866025,17.493713,455.529362,-438.555264,-454.748207,15.184889,-437.689239,0,cluster1
2099,4.638432,-4.801245,0,-1.23322,5.694983,73.005942,-69.022225,-72.766919,6.273488,-68.783202,0,cluster1
2100,34.485132,-1.299038,0,0,-25.391865,37.51622,-5.196152,-8.660254,-27.556928,-5.196152,0,cluster1
2101,46.301182,-37.183667,-2.217025,-1.548453,40.280574,830.587644,-794.734193,-832.406298,35.545147,-791.103814,0,cluster1
2102,45.565061,-34.679121,4.210616,-0.848705,41.569219,965.185313,-923.754657,-964.151278,37.062423,-927.097515,0,cluster1
2103,25.942657,-10.705806,0.902398,0.935307,21.581353,267.532568,-245.951215,-270.371399,15.382343,-250.627752,0,cluster1
2104,16.520301,-16.440626,0,-0.866025,13.856406,34.641016,-20.78461,-35.507042,10.326487,-20.78461,0,cluster1
2105,48.573633,7.57599,28.855966,0,27.712813,45.033321,-2.892525,-45.033321,21.279976,-46.176475,0,cluster1
2106,29.418883,-18.721737,4.098032,-4.098032,29.780882,119.511506,-85.632592,-126.162581,23.155787,-98.598724,0,cluster1
2107,29.418883,-18.721737,4.098032,-4.098032,29.780882,119.511506,-85.632592,-126.162581,23.155787,-98.598724,0,cluster1
2108,15.056718,-12.656095,0,0,13.856406,64.276405,-51.961524,-65.817931,12.656095,-51.961524,0,cluster1
2109,3.464102,-3.75855,0,0,1.732051,12.124356,-2.875204,-12.124356,0,-10.392305,0,cluster1
2110,217.204367,-205.767636,-1.390837,-0.601022,209.976519,1151.952351,-949.596855,-1156.322315,204.815008,-942.339562,0,cluster0
2111,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
2112,55.413501,-11.547583,0,0,-9.803408,51.372627,-3.464102,-22.51666,-17.308384,-3.464102,0,cluster1
2113,7.319647,-1.617735,0,-2.52533,1.454923,29.721992,-22.239532,-28.228964,-2.916774,-24.248711,0,cluster1
2114,111.514627,-95.093053,-0.00866,-0.403568,103.64592,3508.996372,-3405.073324,-3509.28216,96.34013,-3406.181836,0,cluster0
2115,88.549365,-77.195772,0.174937,1.096388,84.737122,1256.100566,-1174.486332,-1258.184223,74.859236,-1175.416443,0,cluster1
2116,39.986125,-28.152754,4.572614,-0.311769,37.776028,883.96945,-846.349307,-881.478761,33.657211,-850.627472,0,cluster1
2117,69.254319,-61.120609,0.524811,-0.027713,66.777487,1991.21757,-1925.867293,-1993.020635,60.084843,-1927.505813,0,cluster0
2118,422.405623,-388.246117,-1.096388,-0.415692,406.200555,1932.535689,-1528.084504,-1930.422587,389.24551,-1527.616851,0,cluster0
2119,219.805908,-204.116992,-1.111977,-0.749978,210.080442,1068.883194,-868.588839,-1074.287193,203.479597,-857.71156,0,cluster1
2120,65.913193,-44.52583,0.169741,2.39023,62.076701,278.998744,-224.889477,-287.59318,47.712804,-224.889477,0,cluster1
2121,69.236999,-60.202622,0.148956,-1.222828,66.198982,599.843836,-535.2037,-598.170675,61.494732,-542.218505,0,cluster1
2122,65.345081,-61.053059,-6.914347,-0.071014,62.094021,626.742585,-564.094307,-625.117921,59.923762,-570.087203,0,cluster0
2123,9.959292,-3.897114,0,0,6.928203,24.248711,-17.320508,-32.493273,3.897114,-17.320508,0,cluster1
2124,64.744059,-50.872064,0.41396,-1.229756,60.458965,609.283513,-553.113105,-613.549554,54.68604,-557.363558,0,cluster1
2125,40.270181,-1.299038,0,0,-31.176915,43.30127,-5.196152,-8.660254,-33.341978,-5.196152,0,cluster1
2126,14.772661,-12.281972,-1.36832,0,13.856406,95.262794,-82.774708,-92.543475,10.220832,-81.406388,0,cluster1
2127,89.876116,-84.960556,-0.990733,-3.568025,88.836886,421.789013,-332.293947,-416.353837,84.891274,-333.038729,0,cluster1
2128,26.212857,-11.048752,0.843509,0,19.052559,129.903811,-109.032598,-132.697609,12.867405,-112.669905,0,cluster1
2129,26.503841,-9.640595,1.960682,-0.509223,19.052559,135.099963,-113.068277,-139.606759,12.110499,-119.026531,0,cluster1
2130,6.711697,-2.262058,2.180652,-0.521347,7.378536,76.660569,-69.732366,-74.31364,5.130334,-70.633032,0,cluster1
2131,42.41446,-37.058959,-3.245863,-1.652376,39.663963,204.693764,-170.79753,-208.150938,36.258752,-171.836761,0,cluster1
2132,4.828958,0.010392,-1.648912,-4.702518,7.915472,80.003427,-67.879071,-80.743012,21.977993,-70.684993,0,cluster1
2133,50.515262,-44.546615,0.079674,-1.531133,48.497423,601.281438,-552.2644,-596.97556,43.749871,-554.914438,0,cluster1
2134,25.84393,-16.774912,-3.439853,-2.927166,19.589495,109.119201,-86.60254,-106.704722,19.702078,-89.529706,0,cluster1
2135,19.71247,-8.405643,-0.4053,0,13.856406,69.784327,-49.224884,-67.955281,8.405643,-55.927921,0,cluster1
2136,55.477587,-43.266629,0,-1.208971,47.288451,232.112129,-180.115963,-229.822358,39.767887,-181.324935,0,cluster1
2137,15.716629,-15.217798,0,-0.434745,20.78461,72.62489,-57.157677,-73.059635,20.10045,-57.157677,0,cluster1
2138,9.198922,0,-0.330822,0,-1.870615,36.650195,-27.712813,-29.775685,-5.403999,-25.91148,0,cluster1
2139,8.824799,-3.105567,-0.15242,-1.03923,5.888973,78.981517,-71.014083,-80.173168,7.262489,-73.092544,0,cluster1
2140,7.872171,-2.520134,6.183421,0,5.196152,29.444864,-24.248711,-35.628285,2.520134,-30.432133,0,cluster1
2141,55.891548,-40.524793,-0.079674,0.488438,48.932167,2423.13908,-2374.641657,-2422.45492,40.697998,-2374.051028,0,cluster0
2142,157.918,-145.296546,-1.266129,0.554256,151.242677,453.797312,-305.343237,-453.366031,141.919047,-303.108891,0,cluster1
2143,70.109953,-44.938058,2.731444,0.429549,63.254495,315.233247,-253.433674,-320.058741,47.669502,-262.215172,0,cluster1
2144,45.123388,-25.336439,0,0.917987,43.855526,133.367912,-95.262794,-136.243117,28.211644,-103.905728,0,cluster1
2145,7.504976,-2.887329,0,0,5.196152,13.856406,-8.660254,-13.856406,2.887329,-8.660254,0,cluster1
2146,8.081749,-2.310556,0,0,5.196152,17.320508,-12.124356,-17.320508,2.310556,-12.124356,0,cluster1
2147,21.830768,-14.514586,-1.177795,1.351,19.052559,130.284862,-111.232303,-131.227097,14.279027,-113.934302,0,cluster1
2148,46.765372,0,0,0,-41.569219,50.229473,-5.196152,-6.928203,-43.30127,-5.196152,0,cluster1
2149,32.760009,-26.24923,-0.950896,-0.814064,29.444864,151.606407,-121.34748,-150.097791,25.435166,-125.417799,0,cluster1
2150,18.058362,4.548365,5.369358,3.204294,19.052559,79.934145,-67.290174,-90.586257,11.473105,-76.903056,0,cluster1
2151,19.693418,-3.06573,-8.244562,-8.244562,5.196152,27.712813,-34.883503,-31.835094,3.06573,-10.149818,0,cluster0
2152,5.629165,8.590972,9.89001,0,3.464102,17.320508,-13.856406,-22.256853,1.299038,-23.746417,0,cluster1
2153,40.838294,-20.753433,3.845153,0,34.641016,117.779455,-86.983592,-117.779455,28.443738,-90.828744,0,cluster1
2154,7.804621,-9.065554,1.437602,-1.887935,7.084088,331.133473,-325.781436,-329.448188,3.632111,-327.201718,0,cluster1
2155,48.14062,-42.681196,5.965183,-3.39482,43.30127,88.334591,-45.033321,-92.553867,39.286376,-48.428141,0,cluster1
2156,22.707186,19.243084,19.243084,0,-17.511034,27.903339,-6.928203,-8.660254,-19.243084,-26.171288,0,cluster1
2157,27.045973,-10.470247,11.275651,-3.114227,22.51666,55.131177,-36.373067,-80.814027,14.87312,-43.890167,0,cluster1
2158,55.247225,-24.167305,12.557368,0.384515,48.881938,252.290521,-213.804352,-261.917259,44.241774,-223.483052,0,cluster1
2159,104.617601,-94.665237,2.547847,-1.402961,98.432447,755.468601,-657.469166,-754.999215,94.377716,-661.418242,0,cluster1
2160,19.90646,-11.824711,0,1.30077,22.51666,36.373067,-20.507482,-29.721992,18.475786,-13.856406,0,cluster1
2161,5.521778,-1.094656,4.832422,-2.39023,4.520653,91.261757,-83.138439,-88.871527,7.139513,-87.970861,0,cluster1
2162,22.488948,-18.370131,-1.420282,0,21.494751,91.088552,-71.724224,-89.66827,17.65999,-71.014083,0,cluster1
2163,86.294235,-74.067689,-2.606736,1.709534,79.833686,447.544608,-369.463758,-447.774971,71.885305,-369.304409,0,cluster1
2164,43.928273,-32.063725,6.370483,-0.363731,41.569219,1525.815518,-1485.354811,-1524.100788,36.248359,-1490.949335,0,cluster1
2165,10.58283,-11.760625,2.511474,0.185329,15.773787,64.08588,-47.250346,-56.331488,13.025022,-50.823567,0,cluster1
2166,212.441228,-200.30648,-5.10955,0.221703,204.936252,580.877879,-381.051178,-583.181507,193.516841,-387.303881,0,cluster0
2167,17.526622,-9.496835,1.382177,-1.948557,18.879354,82.965234,-64.08588,-82.00741,15.359827,-71.897429,0,cluster1
2168,14.116214,-1.645448,-4.676537,0.81926,10.2191,46.765372,-22.51666,-46.765372,34.381209,-27.193198,0,cluster1
2169,35.853452,-28.925248,-4.676537,-0.748246,23.036276,103.923048,-76.210236,-104.671294,18.823928,-80.886773,0,cluster0
2170,153.334994,-146.017079,-0.244219,-0.433013,150.68842,2805.471975,-2655.493696,-2806.166527,148.112861,-2656.013311,0,cluster0
2171,98.169176,-73.861575,6.058714,2.078461,90.049321,316.947977,-232.094808,-325.525093,79.075048,-242.556395,0,cluster1
2172,18.590101,-5.904561,6.28388,0.530008,18.955564,149.406703,-133.367912,-153.251855,13.470159,-144.601994,0,cluster1
2173,17.356881,-12.940152,1.191651,-1.777084,18.896674,117.779455,-100.458947,-116.788722,14.3154,-108.357099,0,cluster1
2174,25.277549,-17.412307,1.84117,-0.987269,21.771879,191.270371,-171.47303,-194.365545,17.412307,-176.409375,0,cluster1
2175,218.576152,-204.151633,-0.852169,-0.486706,210.34025,1295.747209,-1092.802816,-1300.22456,204.059834,-1086.169061,0,cluster1
2176,-9.699485,14.549227,0,0,-12.124356,12.124356,-6.928203,-12.124356,20.091789,-6.928203,0,cluster1
2177,47.823655,-42.857865,1.115441,-0.353338,47.336949,2186.125247,-2140.953362,-2186.4145,43.510848,-2145.196887,0,cluster0
2178,218.345789,-205.202987,-1.361392,-0.526543,209.99384,1075.638193,-874.200684,-1080.565877,204.234771,-865.609712,0,cluster1
2179,5.119942,-10.329951,1.784012,-4.451371,5.940934,158.465328,-150.740382,-159.348674,11.213297,-149.857036,0,cluster1
2180,15.933135,-10.681557,-0.200918,-2.598076,13.856406,40.703194,-25.547749,-35.707959,10.681557,-22.949673,0,cluster1
2181,17.046844,-30.584553,-7.794229,-4.581274,23.382686,84.87049,-63.219854,-74.729332,22.539177,-69.282032,0,cluster0
2182,48.121568,-38.103386,-0.176669,-2.844027,46.367,286.567806,-244.219164,-288.272144,40.611395,-244.219164,0,cluster1
2183,21.016704,-13.932617,-0.308305,-0.578505,16.818213,312.27144,-294.950932,-314.18016,16.887495,-295.972842,0,cluster1
2184,5.580668,-1.347536,0,0,3.464102,19.052559,-15.588457,-19.052559,1.347536,-15.588457,0,cluster1
2185,99.054254,-99.544424,-0.60795,-3.329002,100.21646,5241.965167,-5142.54545,-5242.070822,98.072181,-5141.714066,0,cluster0
2186,96.664024,-90.939596,-0.178401,0,95.262794,243.890074,-150.68842,-244.068475,89.917686,-154.810701,0,cluster1
2187,61.193355,0,0,0,-55.997203,62.925406,-3.464102,-5.196152,-57.729253,-3.464102,0,cluster1
2188,24.056454,-19.014454,-0.756906,-2.852688,21.165661,158.586572,-134.718912,-151.353528,18.846445,-132.016913,0,cluster1
2189,80.905825,-72.025601,0.562917,-1.513812,78.160525,1175.750729,-1097.860404,-1177.171011,78.5537,-1099.114409,0,cluster1
2190,3.464102,0,0,0,1.732051,1.732051,0,-1.732051,0,0,0,cluster1
2191,11.930366,-5.390142,0,0,8.660254,29.444864,-20.78461,-29.444864,5.390142,-20.78461,0,cluster1
2192,23.103826,-11.052216,0,-0.433013,15.588457,95.262794,-85.632592,-98.674935,10.619204,-76.69521,0,cluster1
2193,8.227241,-2.165064,0,0,5.196152,12.124356,-6.928203,-12.124356,2.165064,-6.928203,0,cluster1
2194,25.306994,-17.382862,1.858491,-0.987269,21.771879,189.53832,-169.740979,-192.633495,17.382862,-174.694644,0,cluster1
2195,4.260845,-5.196152,0,0,8.660254,27.712813,-19.052559,-19.849302,5.196152,-19.052559,0,cluster1
2196,20.10045,-24.967512,-1.71473,1.260933,22.533981,58.924368,-38.105118,-59.378166,22.798985,-43.249309,0,cluster1
2197,20.656438,-9.238759,0,0,9.301113,46.124513,-28.353672,-43.30127,6.415516,-31.176915,0,cluster1
2198,5.772925,13.272705,14.427983,0,3.464102,6.928203,-3.464102,-21.356186,1.155278,-17.892085,0,cluster1
2199,22.21182,-16.269153,-3.147136,1.247077,20.767289,123.166133,-107.38715,-130.037178,14.987436,-114.921571,0,cluster1
2200,21.340598,-15.761662,-2.565167,1.004589,19.7627,135.238527,-120.516095,-141.804732,17.71888,-126.612914,0,cluster1
2201,15.006488,-8.138907,0.652983,-1.072139,20.994188,130.388785,-114.644443,-125.66375,17.024327,-116.980979,0,cluster1
2202,12.290633,-5.248114,2.016107,0,10.392305,67.549981,-55.945241,-65.533874,10.132497,-57.157677,0,cluster1
2203,-1.347536,1.250541,0,-4.330127,5.196152,19.052559,-18.186533,-6.062178,7.409713,-18.186533,0,cluster1
2204,65.388382,-45.686304,1.28345,-1.43587,59.790394,263.341005,-199.947945,-264.411412,49.671753,-208.97193,0,cluster1
2205,29.905589,-23.396542,2.140815,-0.961288,30.950016,218.809979,-190.525589,-222.289669,26.697831,-193.627692,0,cluster1
2206,5.161511,-2.338269,4.10496,-2.234346,6.928203,48.999717,-37.602823,-44.912077,4.589935,-44.32318,0,cluster1
2207,3.464102,0,0,0,1.732051,5.196152,-3.464102,-5.196152,0,-3.464102,0,cluster1
2208,21.82384,-9.630202,-4.693858,-0.199186,16.627688,603.914155,-577.344496,-602.753681,25.513108,-582.038353,0,cluster0
2209,32.320068,0,0,0,-27.123916,39.248271,-8.660254,-10.392305,-28.855966,-8.660254,0,cluster1
2210,46.765372,0,0,0,-41.569219,50.229473,-5.196152,-6.928203,-43.30127,-5.196152,0,cluster1
2211,44.326644,-4.867063,20.088325,-0.588897,34.744939,1026.413309,-992.465113,-1034.614569,24.74581,-1017.181478,0,cluster1
2212,21.624654,-8.073089,4.925952,1.018446,20.93703,187.061487,-168.008928,-190.678009,15.035933,-176.551403,0,cluster1
2213,7.342163,-8.776301,-1.413353,0,8.019395,148.29819,-139.655257,-144.515391,5.537366,-141.595154,0,cluster1
2214,12.439589,-3.999305,-2.114834,-3.659823,5.45596,41.569219,-35.610965,-39.844097,4.790853,-35.628285,0,cluster1
2215,5.369358,-1.558846,0,0,8.261882,23.85034,-10.790677,-19.052559,1.558846,-15.588457,0,cluster1
2216,25.77638,-8.3277,0,0,-2.927166,35.836131,-12.124356,-24.955388,-7.430498,-12.124356,0,cluster1
2217,15.139856,-3.323805,0,0,-8.071357,27.123916,-12.124356,-17.673846,-10.297042,-12.124356,0,cluster1
2218,29.716796,-2.428335,4.314539,-0.41396,19.0872,211.292878,-188.776218,-219.395412,14.017487,-197.349869,0,cluster1
2219,58.077396,-50.262382,-0.467654,0.866025,54.161229,897.375523,-846.020217,-892.179371,48.391768,-841.291718,0,cluster1
2220,32.216145,-1.558846,21.650635,-1.945093,27.712813,45.033321,-17.320508,-46.978414,21.264388,-38.971143,0,cluster1
2221,22.139073,-8.130246,3.678876,0.592361,19.883943,254.611469,-234.727525,-257.822691,13.710914,-244.704138,0,cluster1
2222,3.464102,-5.767729,0,0,1.732051,6.928203,-5.196152,-6.928203,0,-5.196152,0,cluster1
2223,150.930907,-105.642975,7.252097,0,129.903811,319.875143,-189.971333,-328.696478,109.661333,-206.062085,0,cluster1
2224,134.227009,-123.394764,0.315233,-0.145492,130.884151,596.968631,-465.540616,-593.428319,124.427066,-467.556723,0,cluster1
2225,5.267167,-2.371178,-1.610807,-1.610807,8.660254,108.997957,-98.726896,-100.926601,7.203599,-98.726896,0,cluster1
2226,27.53268,-27.380259,-0.1351,0,31.904376,134.355181,-104.66783,-128.386534,29.365189,-106.122753,0,cluster1
2227,52.569474,-38.340677,5.378018,-0.381051,48.687948,880.072336,-832.16381,-879.663572,44.290271,-837.169437,0,cluster1
2228,4.352644,-9.41716,-2.338269,0,10.392305,73.871967,-63.479662,-64.518893,7.078892,-68.156199,0,cluster1
2229,100.938725,-82.284538,10.177531,0.855633,99.475142,425.408999,-325.313783,-426.139924,91.204599,-336.897738,0,cluster1
2230,101.648866,-99.845801,-0.81926,-0.779423,100.995883,718.541278,-618.861754,-715.693786,95.545119,-619.398689,0,cluster1
2231,23.616513,2.32268,10.662505,2.185848,20.943958,157.49538,-140.573244,-165.293073,14.564815,-153.421596,0,cluster1
2232,28.118113,-11.480033,-9.200654,0,8.781498,134.181976,-110.45288,-124.191507,0.8106,-114.713725,0,cluster0
2233,44.281611,-38.451528,-0.28752,0,38.105118,95.262794,-61.314599,-97.628776,34.294606,-55.079216,0,cluster1
2234,27.368135,-21.579621,0.969948,-2.378106,23.954263,107.681599,-79.674337,-102.992937,19.201515,-83.727336,0,cluster1
2235,10.825318,-3.031089,0,0,-0.277128,38.382246,-24.248711,-23.971583,-4.174242,-24.248711,0,cluster1
2236,20.37931,-7.073695,-3.204294,0,8.920062,60.621778,-51.701717,-63.826072,10.277989,-45.293129,0,cluster1
2237,122.490633,-113.899661,-1.299038,0,122.317428,666.891522,-549.060106,-668.744817,115.57975,-549.060106,0,cluster1
2238,15.155445,-9.093267,0,-3.935219,12.124356,24.248711,-12.124356,-28.183931,5.158047,-12.124356,0,cluster1
2239,39.359123,-33.542896,5.369358,-1.195115,40.062335,557.010219,-518.108358,-556.057591,35.292267,-521.693703,0,cluster1
2240,14.353505,-7.014806,-0.583701,-2.8804,8.660254,105.655099,-90.066642,-99.310597,3.550704,-90.066642,0,cluster1
2241,17.897281,-13.380092,1.461851,0.100459,15.588457,136.832014,-121.243557,-136.101088,11.616865,-122.074941,0,cluster1
2242,26.593908,-28.762436,0,-4.02875,29.444864,96.994845,-67.549981,-93.956828,24.733686,-71.083365,0,cluster1
2243,20.973403,-11.73984,4.127477,-6.819084,19.502892,96.180781,-74.478185,-92.307916,13.667613,-87.589809,0,cluster1
2244,10.186191,-3.427729,-0.727461,-0.727461,8.660254,507.750694,-502.034927,-507.750694,6.389535,-499.09044,0,cluster1
2245,34.641016,-24.248711,0,-0.479778,29.444864,88.334591,-62.145983,-88.814369,23.768933,-58.889727,0,cluster1
