@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
2783,8.036716,-88.334591,29.444864,113.761097,27.435685,0,1.302502,-3.311681,82.307054,-93.655451,0,-58.889727,2.973931,-5.689787,-86.325412,-4.725035,0.706677,-108.07131,9.708145,-84.316233,29.444864,-91.308522,-30.747366,37.14383,3.680608,-25.057579,-4.018358,-28.142362,91.646272,23.755077,-11.717324,-3.680608,-25.764256,-2.009179,-84.316233,0,cluster1
2784,-13.319471,-45.570257,56.083805,88.334591,-10.513548,13.319471,-13.319471,-26.638941,58.889727,-32.250786,0,-29.444864,11.777945,-25.097416,-85.528669,0,0,-76.556646,11.777945,-32.250786,29.444864,-30.709261,-16.125393,41.222809,11.777945,-57.62533,0,-29.444864,58.889727,44.30586,-11.777945,-11.777945,-17.666918,13.319471,-58.889727,0,cluster1
2785,0,-15.588457,3.464102,19.052559,3.464102,0,0,0,15.588457,-15.588457,0,-12.124356,1.948557,-1.948557,-15.588457,0,0,-17.104002,1.948557,-15.588457,3.464102,-17.537014,-3.464102,5.412659,1.948557,-1.515544,0,-3.464102,15.588457,1.515544,-1.948557,-1.948557,-1.515544,0,-15.588457,0,cluster1
2786,0,-83.138439,17.181944,100.320383,17.181944,-3.325538,-3.325538,0,83.138439,-86.463976,0,-69.282032,2.866544,-6.192082,-83.138439,0,0,-94.128301,2.866544,-83.138439,13.856406,-82.679445,-13.856406,16.722951,2.866544,-10.989862,0,-10.530869,83.138439,7.664325,-2.866544,-2.866544,-10.989862,0,-83.138439,0,cluster1
2787,2.823243,-25.339903,5.196152,27.712813,5.196152,-5.646486,-0.989001,-1.834242,28.180467,-27.191466,-2.823243,-17.320508,3.879794,3.618254,-25.339903,-0.989001,-4.674805,-17.180212,2.045552,-22.51666,8.036716,-23.573211,-4.207151,7.241704,-3.618254,-7.825406,-2.840563,-6.185153,24.350902,3.1506,-4.868795,-7.709358,-8.814407,2.823243,-19.693418,0,cluster1
2788,11.777945,-22.966994,3.689268,20.767289,-0.225167,-9.803408,1.957217,-3.931755,21.009776,-24.941532,1.957217,-11.448856,3.689268,-9.578241,-22.984314,-5.888973,-1.957217,-17.095341,-0.225167,-13.163586,7.603703,-22.741827,-1.732051,3.464102,5.646486,-3.914435,-1.957217,2.182384,22.984314,-1.957217,-11.552779,-3.689268,-3.914435,-7.84619,-15.120804,0,cluster1
2789,-4.537973,-173.205081,25.097416,196.795613,22.083648,0,-2.559971,1.053087,168.667108,-176.707287,-1.506884,-148.107665,4.040875,-11.138819,-176.218849,3.484886,1.053087,-184.132589,8.12505,-170.191312,19.052559,-172.707982,-14.968383,25.653405,6.600846,-14.412395,1.506884,-11.0297,172.151994,7.89642,-2.062873,-5.093961,-13.958597,1.524205,-173.205081,0,cluster1
2790,18.221174,-19.502892,1.732051,12.124356,-7.378536,-18.221174,0,0,10.392305,-10.392305,0,0.450333,1.732051,-10.842638,-19.502892,-9.110587,0,-1.281718,1.732051,-10.392305,1.732051,-12.124356,-1.732051,3.464102,1.732051,0,0,-1.732051,19.502892,0,-10.842638,-1.732051,0,0,-10.392305,0,cluster1
2791,0,-31.176915,18.593565,40.980322,24.837609,7.517101,6.244043,-4.970986,23.659814,-44.938058,0,-13.856406,3.180045,-4.453103,-32.449972,4.970986,1.273057,-37.800277,11.970203,-24.932871,16.047451,-34.35696,-7.257293,23.046668,4.453103,-11.594348,1.273057,-9.803408,37.420958,6.623362,-4.453103,-4.453103,-12.867405,0,-23.659814,0,cluster1
2792,8.660254,-12.990381,1.732051,10.392305,-2.598076,-8.660254,-0.805404,0.805404,8.660254,-7.85485,0,-2.598076,0.926647,-6.062178,-12.990381,-5.135531,0.805404,-4.330127,1.732051,-8.660254,1.732051,-9.586901,-0.926647,3.464102,1.732051,0.805404,0,-2.537454,12.184977,0,-6.062178,-1.732051,0,0,-8.660254,0,cluster1
2793,4.208883,-24.248711,5.196152,25.23598,9.405036,0,0,-4.208883,24.248711,-28.457595,0,-23.261442,2.693339,-2.693339,-24.248711,0,0,-26.751525,2.693339,-20.039828,5.196152,-26.94205,-5.196152,7.889491,2.693339,-2.502813,0,-5.196152,28.457595,2.502813,-6.902222,-2.693339,-2.502813,-4.208883,-20.039828,0,cluster1
2794,1.593487,-169.152082,26.552339,193.418114,9.283792,-3.464102,3.100371,-3.325538,168.043569,-164.718032,-4.624576,-142.287974,4.259113,-5.748677,-175.716554,-2.650038,1.489564,-187.669437,5.021215,-163.401673,26.535018,-166.119261,-15.32865,28.282658,1.661037,-24.579533,5.230793,-10.790677,166.519365,17.391522,-4.588203,-4.934613,-22.483752,-2.944486,-172.425658,0,cluster1
2795,-0.303109,-204.381995,12.453445,218.238402,13.856406,0,0,1.402961,204.381995,-204.685104,0,-190.22248,3.244131,-3.244131,-202.675925,-1.402961,0,-214.994271,2.941022,-204.381995,13.856406,-208.725979,-13.553298,18.20039,3.54724,-10.309166,-1.70607,-13.856406,204.381995,10.612275,-4.647092,-4.950201,-10.915384,-1.099852,-204.381995,0,cluster1
2796,0,-142.028166,19.052559,161.080725,19.052559,0,-0.349874,-0.446869,142.82491,-141.678292,0,-122.975607,3.114227,-3.464102,-142.028166,0.446869,0.349874,-158.413367,4.260845,-142.82491,19.052559,-145.142394,-18.702685,22.51666,3.464102,-14.44184,0,-19.402433,141.678292,14.791714,-3.464102,-3.464102,-14.791714,0,-142.028166,0,cluster1
2797,3.75855,-10.097856,1.732051,11.829907,5.490601,-7.517101,3.75855,-11.275651,10.097856,-21.373507,-3.75855,-23.400006,5.490601,2.026499,-17.614957,-3.75855,0,-13.856406,-5.78505,-6.339306,5.490601,-15.588457,-9.249151,10.981202,1.732051,-3.75855,11.275651,2.026499,21.373507,0,-13.007702,-1.732051,-3.75855,-11.275651,-13.856406,0,cluster1
2798,2.927166,-13.198227,11.050484,30.103043,2.268987,-2.927166,0,0,19.052559,-19.052559,-5.854332,-10.929241,2.116566,-5.043732,-21.979725,-2.927166,0,-27.986477,2.116566,-19.052559,5.196152,-21.169125,-5.196152,13.16705,2.116566,-3.079586,0,0.658179,19.052559,3.079586,-5.043732,-7.970898,-3.079586,-5.854332,-24.906891,0,cluster1
2799,0,-15.588457,10.392305,25.980762,10.392305,0,0,0,15.588457,-15.588457,0,-5.196152,3.897114,-3.897114,-15.588457,0,0,-22.083648,3.897114,-15.588457,10.392305,-19.485572,-10.392305,14.289419,3.897114,-6.495191,0,-10.392305,15.588457,6.495191,-3.897114,-3.897114,-6.495191,0,-15.588457,0,cluster1
2800,0,-13.856406,10.392305,24.248711,10.392305,0,0,0,13.856406,-13.856406,0,-3.464102,4.617647,-4.617647,-13.856406,0,0,-19.631064,4.617647,-13.856406,10.392305,-18.474054,-10.392305,15.009952,4.617647,-5.774657,0,-10.392305,13.856406,5.774657,-4.617647,-4.617647,-5.774657,0,-13.856406,0,cluster1
2801,7.932793,-159.21011,25.540821,172.079248,23.088237,-3.41214,1.662769,-7.177619,151.329279,-158.621213,-2.286307,-130.544669,1.749371,-6.876242,-156.016209,0.318697,1.732051,-167.690231,6.841601,-143.545443,28.516484,-151.866215,-14.330988,25.575462,4.607255,-21.269584,4.738891,-9.879618,156.369547,11.87494,-8.019395,-1.212436,-21.858481,-6.841601,-146.739344,0,cluster1
2802,17.320508,-91.798693,50.229473,138.564065,43.30127,-20.78461,-3.464102,-6.928203,91.798693,-102.190998,-3.464102,-27.712813,13.662417,-27.518823,-109.119201,-10.392305,3.464102,-128.365749,6.734214,-84.87049,50.229473,-101.997008,-50.229473,56.963687,10.198315,-40.031158,3.464102,-46.765372,95.262794,40.031158,-30.982925,-10.198315,-43.49526,0,-84.87049,0,cluster1
2803,0.983805,-283.172987,47.05982,327.357603,48.497423,-4.312807,1.210704,-0.226899,278.86018,-278.633281,0,-229.378953,8.360609,-8.587508,-279.313977,-0.226899,0.226899,-318.770095,6.696108,-278.86018,48.497423,-289.112189,-49.708126,57.084931,8.587508,-43.995823,1.437602,-47.286719,278.633281,42.785119,-7.149906,-5.258506,-42.785119,-1.437602,-275.531178,0,cluster1
2804,0,-53.693575,6.928203,60.621778,6.928203,-43.30127,43.30127,-43.30127,53.693575,-10.392305,-43.30127,-3.464102,46.765372,-3.464102,-10.392305,0,0,-13.856406,3.464102,-10.392305,50.229473,-13.856406,-6.928203,10.392305,3.464102,-46.765372,43.30127,36.373067,10.392305,3.464102,-3.464102,-3.464102,-46.765372,-43.30127,-10.392305,0,cluster1
2805,-2.73664,-68.277443,14.860996,85.875079,14.860996,0,0,0,68.277443,-71.014083,-5.473281,-58.889727,2.535722,-2.535722,-73.750723,2.73664,0,-83.339357,-0.200918,-71.014083,12.124356,-73.549805,-14.860996,20.133359,2.535722,-6.851993,5.473281,-9.387715,71.014083,6.851993,-2.535722,-2.535722,-9.588633,-2.73664,-76.487364,0,cluster1
2806,2.350393,-77.266787,11.268723,87.659091,7.603703,-5.577204,0.159349,-2.071533,82.84399,-80.652946,-2.788602,-63.647671,6.493458,-0.756906,-77.704995,-6.294273,-2.94795,-76.624196,0.318697,-75.354602,15.093091,-74.956231,-3.659823,14.376022,-1.593487,-12.14514,-2.350393,-9.356538,71.848932,7.723215,-6.33411,-6.772319,-15.650811,-2.350393,-77.266787,0,cluster1
2807,0,-157.616623,14.982239,173.707375,16.090752,-2.234346,-2.234346,1.108513,157.616623,-159.850969,0,-143.760217,3.940416,-6.174761,-156.508111,-1.108513,0,-167.532614,3.940416,-157.616623,13.856406,-160.431206,-13.856406,18.905335,3.940416,-9.915991,-1.108513,-11.622061,157.616623,7.681645,-5.048928,-5.048928,-9.915991,-1.108513,-157.616623,0,cluster1
2808,-0.471118,-516.878602,48.497423,565.376025,48.497423,-0.727461,0.138564,-0.609682,516.878602,-515.562243,-0.727461,-468.124836,7.728411,-7.589847,-516.622258,-0.588897,0.588897,-557.058717,7.118729,-516.151141,49.224884,-523.623208,-47.908525,56.087269,7.589847,-41.04614,0.727461,-48.358859,515.562243,40.907576,-7.589847,-7.118729,-41.635037,-0.727461,-515.680023,0,cluster1
2809,2.026499,-373.307179,77.576824,448.601159,81.111939,-4.207151,-2.442192,-0.415692,371.713692,-376.478564,-0.950896,-295.782316,3.957736,-6.576597,-373.483848,-1.924308,-1.747639,-445.992691,2.210097,-370.068243,76.090724,-375.813456,-75.931375,80.879845,4.634968,-71.973639,-0.119512,-72.538288,374.833115,69.929819,-6.696108,-5.899365,-74.000139,-3.671948,-369.55036,0,cluster1
2810,8.17528,-103.957689,10.963882,106.746291,16.800893,-4.659217,2.320948,-6.997485,101.619421,-105.135484,-1.160474,-93.011128,5.559883,-4.399409,-102.779895,-1.160474,0,-107.006099,3.238935,-94.621936,13.28483,-103.697882,-13.28483,15.363291,3.238935,-11.206369,1.160474,-10.963882,108.634227,10.045895,-9.075946,-3.238935,-10.045895,-6.997485,-95.78241,0,cluster1
2811,0,-102.675972,12.124356,116.289891,7.655665,-5.958255,0,1.489564,108.634227,-107.144663,-1.489564,-96.509871,1.219364,-2.708927,-104.165536,0,-1.489564,-118.049655,2.708927,-107.144663,6.166101,-109.85359,-12.124356,14.833283,2.708927,-10.904992,1.489564,-16.593047,107.144663,10.904992,-7.177619,-1.219364,-4.946737,0,-102.675972,0,cluster1
2812,0,-55.425626,8.660254,64.08588,8.660254,-43.30127,43.30127,-43.30127,55.425626,-12.124356,-43.30127,-3.464102,47.342145,-4.040875,-12.124356,0,0,-16.743735,4.040875,-12.124356,51.961524,-16.16523,-8.660254,12.701129,4.040875,-47.92065,43.30127,34.641016,12.124356,4.61938,-4.040875,-4.040875,-47.92065,-43.30127,-12.124356,0,cluster1
2813,0,-55.425626,8.660254,64.08588,8.660254,-43.30127,43.30127,-43.30127,55.425626,-12.124356,-43.30127,-3.464102,47.342145,-4.040875,-12.124356,0,0,-16.743735,4.040875,-12.124356,51.961524,-16.16523,-8.660254,12.701129,4.040875,-47.92065,43.30127,34.641016,12.124356,4.61938,-4.040875,-4.040875,-47.92065,-43.30127,-12.124356,0,cluster1
2814,0,-55.425626,8.660254,64.08588,8.660254,-43.30127,43.30127,-43.30127,55.425626,-12.124356,-43.30127,-3.464102,47.342145,-4.040875,-12.124356,0,0,-16.743735,4.040875,-12.124356,51.961524,-16.16523,-8.660254,12.701129,4.040875,-47.92065,43.30127,34.641016,12.124356,4.61938,-4.040875,-4.040875,-47.92065,-43.30127,-12.124356,0,cluster1
2815,-3.031089,-179.908117,25.114737,200.502201,25.114737,-1.524205,-3.564561,-0.973413,173.86326,-185.454144,0,-154.810701,4.71291,-12.815444,-181.415002,4.004501,0.533472,-187.669437,8.277471,-173.880581,19.052559,-177.051966,-15.487998,24.298941,6.753266,-14.77959,1.506884,-10.492764,179.374646,6.219794,-3.722177,-3.739498,-13.806177,1.524205,-175.387465,0,cluster1
2816,1.108513,-996.765795,37.798545,1029.756167,30.588017,3.458905,-3.117691,-4.867063,993.942552,-991.564446,-0.784619,-961.68657,4.013162,-11.554511,-999.821133,-0.185329,-0.351606,-1025.904086,1.946825,-989.144771,32.297551,-990.532144,-27.977817,38.025443,5.584132,-33.438973,-0.230363,-32.493273,995.167112,31.187307,-4.025286,-2.587684,-30.61573,-1.628128,-993.833433,0,cluster0
2817,-3.895382,-362.674119,27.607158,392.430751,19.208443,1.524205,-0.516151,-0.973413,362.691439,-368.185504,0.744782,-337.540329,3.145404,-4.440978,-368.143935,1.633324,0.516151,-388.091964,5.845671,-362.77631,27.385455,-366.683816,-21.60387,34.282482,6.675324,-25.561606,-0.659911,-19.622404,366.67862,19.407629,-4.423658,-5.845671,-21.557104,2.251666,-369.344246,0,cluster1
2818,-2.73664,-71.741544,17.597636,92.075821,17.597636,-2.73664,-2.73664,0,71.741544,-77.214825,-5.473281,-62.353829,2.566899,-5.30354,-77.214825,2.73664,0,-86.772281,-0.169741,-74.478185,12.124356,-74.308444,-14.860996,20.164536,2.566899,-6.820816,5.473281,-6.651075,74.478185,4.084176,-2.566899,-2.566899,-9.557456,-2.73664,-79.951465,0,cluster1
2819,-0.623538,-183.458822,22.655225,206.737584,19.537533,1.247077,0,0,185.329436,-184.08236,-1.247077,-165.791903,2.850956,-3.474494,-185.329436,-1.247077,-0.623538,-204.510167,2.850956,-185.329436,20.78461,-188.180392,-20.161071,27.376795,2.850956,-18.557192,0,-20.161071,185.952975,18.557192,-4.098032,-5.345109,-17.933654,-2.494153,-187.200051,0,cluster1
2820,1.680089,-604.485732,61.297278,662.665318,56.153087,-0.277128,0.015588,-3.774139,604.139322,-603.773859,-1.02191,-544.591415,4.0963,-7.163762,-607.915192,0.691088,0.330822,-659.935606,5.119942,-602.407271,58.214228,-607.889212,-56.497765,66.036169,5.795442,-57.890334,0.017321,-58.56237,604.15491,54.843657,-6.124532,-4.427122,-54.116195,0.34641,-602.771002,0,cluster0
2821,6.997485,-86.689143,20.80193,98.744217,12.055074,-3.498743,6.173029,-7.9224,77.942286,-80.616573,-5.248114,-57.140356,4.17251,-4.996967,-84.939772,0.924915,2.573828,-90.248507,8.495709,-69.19543,27.799415,-76.866683,-11.230617,25.798897,-0.251147,-21.977993,6.997485,-7.631416,80.616573,14.055592,-6.746338,0.251147,-22.802449,-3.498743,-76.192915,0,cluster1
2822,0.502295,-90.551616,13.688398,102.173677,13.076984,1.004589,-0.859097,-2.513206,91.03659,-90.160173,-0.969948,-77.959607,1.877543,-4.226204,-92.115658,0.036373,-0.110851,-100.01381,2.73664,-88.149262,12.534852,-89.484673,-10.186191,14.4505,1.766692,-10.503156,-0.410496,-11.454052,90.679788,9.981809,-3.238935,-2.251666,-9.87269,-0.987269,-88.594399,0,cluster1
2823,0,-95.262794,16.402521,109.846662,14.583868,-2.73664,-0.124708,0.124708,95.262794,-95.138087,0,-76.123633,0.630466,-2.573828,-95.262794,-0.124708,0.124708,-112.746115,2.573828,-97.999435,16.402521,-100.448555,-19.932441,22.630976,4.392481,-17.358613,0,-20.181856,92.401446,15.664668,-2.573828,0.162813,-14.746681,2.73664,-92.526154,0,cluster1
2824,11.154407,-55.806677,6.547152,59.565227,23.278763,-8.365805,5.577204,-11.154407,55.806677,-58.595279,-5.577204,-46.470923,8.53035,-2.953147,-47.440872,-2.788602,0,-56.612081,2.953147,-41.863668,17.701559,-55.971222,-14.912957,17.866104,2.953147,-14.748413,0,-9.335754,61.383881,9.171209,-14.107554,-8.53035,-17.537014,-19.520213,-41.863668,0,cluster1
2825,-0.304841,-51.684396,16.142714,67.82711,10.115177,-4.018358,-4.323199,-5.722696,53.693575,-55.702754,-2.009179,-41.264378,6.270024,-2.556507,-57.407092,-0.304841,0.304841,-63.261424,2.251666,-49.675217,12.124356,-51.622042,-9.505495,14.376022,2.861348,-10.967346,1.704338,-8.410839,53.388734,11.577028,-4.565686,-2.861348,-9.87269,4.323199,-51.684396,0,cluster1
2826,4.018358,-90.066642,26.022331,115.493148,33.463222,0,0,-3.422532,94.085,-98.103358,0,-64.640136,5.629165,2.407551,-94.680825,3.422532,-4.018358,-110.459808,5.629165,-86.64411,32.867396,-99.714165,-28.849038,39.688212,1.610807,-31.852414,-3.422532,-28.849038,90.066642,20.393166,-9.647523,-9.647523,-27.834056,-4.018358,-86.048284,0,cluster1
2827,11.795266,-4.728499,5.663806,2.528794,13.527317,-3.931755,-0.694552,-15.032469,8.660254,-19.760968,-7.863511,-18.723469,4.969254,-1.732051,-12.592009,-0.694552,0.694552,-12.592009,1.732051,3.135012,-2.199705,-9.697752,-1.037498,7.395857,1.732051,0.694552,3.931755,1.505152,19.760968,0,-17.459072,-5.663806,0,-11.795266,3.135012,0,cluster1
2828,1.610807,-321.035617,63.652867,379.908024,57.95442,-2.857884,-2.37291,-10.340343,324.846129,-326.301052,-2.857884,-269.143375,7.666057,-8.133711,-328.015782,-1.420282,0.467654,-379.412658,4.01143,-315.302529,58.889727,-323.297676,-57.469446,66.07081,7.181083,-60.767271,0,-56.499497,328.206308,57.424412,-11.008915,-6.869314,-53.613901,-3.827832,-317.848644,0,cluster1
2829,8.694895,-83.53681,8.677575,93.513423,14.029612,-6.685716,-4.134405,-6.586989,82.878631,-89.4483,0.658179,-80.904093,2.663894,-4.806441,-83.554131,-4.117085,0.791547,-94.07634,-0.545596,-78.842953,9.993933,-83.516026,-6.552348,12.115695,2.104442,-5.764265,-1.316359,-6.784443,90.781979,3.195634,-7.473799,-3.455441,-6.538492,-7.361216,-79.501132,0,cluster1
2830,1.650644,-1625.526219,46.283862,1669.038799,41.633305,-0.330822,-1.451459,-3.713517,1624.994479,-1625.747921,-0.798475,-1582.765348,2.662162,-5.513118,-1630.218344,-1.648912,-0.34641,-1666.620856,2.419675,-1622.318461,43.666733,-1625.973088,-41.842883,47.743981,3.748158,-42.783387,0.190526,-42.284556,1627.906057,41.368301,-5.965183,-3.500475,-40.869471,-1.356196,-1625.131311,0,cluster0
2831,17.320508,-18.186533,-0.866025,8.660254,7.794229,-8.660254,0,-12.990381,9.526279,-18.186533,4.330127,-14.722432,6.308129,-1.978002,-18.186533,-8.660254,-4.330127,-6.682252,1.978002,-5.196152,3.464102,-15.834408,0.866025,5.442104,1.978002,-1.4861,0,-3.464102,26.846788,1.4861,-10.638256,-1.978002,-1.4861,-8.660254,-0.866025,0,cluster1
2832,13.700522,-74.3223,14.133535,72.018673,11.414215,-8.227241,5.490601,-13.717842,60.639099,-66.112379,-5.490601,-51.978845,7.915472,-13.371432,-66.095059,-2.73664,0,-61.383881,5.161511,-49.657897,14.150855,-63.046649,-5.923614,16.558406,2.424871,-11.725984,5.490601,2.303628,71.58566,6.235383,-13.388753,0.311769,-11.725984,-16.454483,-57.867817,0,cluster1
2833,9.075946,-86.377374,25.980762,101.013203,25.980762,-6.82428,4.555294,-4.555294,72.763454,-72.746134,-2.286307,-42.227399,5.317396,-12.107035,-75.01512,-4.537973,0,-88.888847,7.569062,-65.939174,32.805042,-78.046209,-25.980762,33.549824,3.031089,-27.504967,2.286307,-19.156482,79.553094,22.949673,-12.107035,-3.031089,-27.504967,-11.362253,-68.208161,0,cluster1
2834,7.160298,-657.140076,351.277224,1002.337802,345.180405,-6.062178,-2.885597,-0.848705,655.927641,-660.316658,-1.212436,-308.419359,29.486433,-34.814221,-654.8122,-2.885597,-0.75171,-971.160888,29.850164,-651.077899,348.835033,-680.678647,-344.737,377.587076,32.38935,-314.772521,1.212436,-343.23358,657.891786,309.153749,-36.026657,-31.062599,-321.312745,-8.504369,-650.963583,0,cluster0
2835,2.062873,-80.886773,14.826355,94.587295,8.071357,-4.520653,-4.520653,-2.251666,84.264272,-86.722052,-1.125833,-77.147275,1.318091,-10.342075,-85.201311,-1.125833,-1.125833,-89.874384,2.25513,-79.76094,5.80237,-78.62125,-4.487744,10.309166,2.632717,-6.547152,-0.188794,-2.407551,85.390105,2.215293,-5.821423,-3.75855,-3.54724,-3.188706,-83.138439,0,cluster1
2836,3.75855,-13.856406,5.490601,11.829907,5.490601,0,-0.635663,-10.639988,13.856406,-24.496395,0,-19.641456,4.854938,-1.732051,-13.856406,-0.635663,0.635663,-13.856406,-5.78505,-10.097856,-2.026499,-14.952795,6.420712,3.464102,5.490601,0.635663,0,-2.367713,16.979294,-3.75855,-5.490601,5.78505,0,-3.75855,-17.614957,0,cluster1
2837,0,-280.57491,45.102603,326.508898,45.933987,-6.858921,0.758638,0.956092,278.877501,-277.886767,0.848705,-227.782002,7.34736,-2.345197,-280.57491,-1.822117,0.107387,-329.359853,4.891311,-279.743526,48.497423,-290.485705,-51.854137,58.550245,5.740016,-51.240991,0.866025,-48.656771,273.608602,49.633648,-5.740016,-0.595825,-47.052892,0.866025,-273.715989,0,cluster1
2838,9.283792,-116.965391,34.220128,144.972653,44.738872,-1.853294,0.408764,-3.514331,114.19411,-123.903987,0.935307,-80.626965,2.315752,-7.449551,-117.618374,-1.144886,3.280504,-146.52457,1.889667,-106.463967,38.508686,-122.987732,-37.999463,40.734371,6.514243,-32.120882,-1.217632,-36.246627,122.968679,35.119062,-12.108767,-5.596256,-36.336694,-11.137087,-109.517573,0,cluster1
2839,9.89001,-76.937697,4.970986,75.707941,18.550264,-3.689268,2.249934,-9.680432,78.167453,-85.388373,-2.459512,-73.248429,4.652288,-1.172598,-73.248429,-0.209578,0.209578,-77.046816,1.172598,-64.588175,13.579278,-79.130473,-9.680432,11.062609,1.172598,-9.73759,-1.229756,-7.640076,84.158617,7.487656,-12.292365,-6.091623,-12.40668,-13.579278,-65.817931,0,cluster1
2840,7.71975,-57.019113,5.630897,62.353829,20.299635,-8.313844,3.325538,-9.680432,58.681881,-62.601512,-4.988306,-51.090303,7.224384,-3.898846,-51.732894,-1.958949,0,-58.751163,1.641984,-47.338681,13.35238,-55.335559,-11.095517,12.261188,2.830171,-10.818389,-0.297913,-5.038536,62.007419,5.057588,-10.549921,-7.818477,-15.332114,-16.033594,-47.0425,0,cluster1
2841,4.901704,-126.907363,22.51666,146.479537,26.448416,-2.944486,-5.888973,-2.927166,120.065762,-126.907363,2.927166,-102.416164,1.555382,-4.517189,-124.950145,-1.939897,-3.914435,-142.984258,2.52533,-121.01839,25.443826,-123.54372,-23.486609,27.969156,5.469816,-19.004061,0,-22.51666,129.834529,12.14514,-5.469816,-3.512599,-21.948548,-4.901704,-118.073904,0,cluster1
2842,-0.358535,-525.673956,46.709946,566.311332,36.459669,3.848617,-2.85442,-5.840475,524.998456,-520.63542,-1.50342,-483.940192,4.891311,-11.736376,-532.596963,0,-0.6755,-560.761841,3.510867,-518.970919,39.321017,-520.462215,-33.433777,43.694446,5.613577,-40.739567,-0.562917,-38.707871,525.628923,38.306036,-5.220401,-4.608987,-35.997212,-1.616003,-522.819536,0,cluster1
2843,-2.73664,-80.401798,18.619546,99.021345,10.409625,-5.490601,-8.601364,-2.362517,83.138439,-85.518277,0,-72.746134,2.951415,-8.816139,-85.875079,-0.374123,0.374123,-90.205206,3.325538,-80.401798,10.392305,-75.125972,-10.018182,13.717842,3.325538,-12.165925,0,-5.275827,82.764316,4.312807,-3.325538,-3.325538,-7.066767,2.73664,-83.138439,0,cluster1
2844,-0.393176,-324.586321,48.497423,371.871308,49.709858,-1.212436,0.81926,0,322.16145,-321.768275,0,-272.844768,7.821941,-8.215117,-322.554626,-0.393176,0.393176,-362.443756,6.609506,-320.949015,49.709858,-330.376567,-48.104247,55.500104,8.215117,-42.314001,1.212436,-46.465727,321.768275,41.494741,-7.002681,-6.609506,-42.707177,-2.424871,-320.555839,0,cluster1
2845,-1.125833,-199.185843,24.647083,226.084592,25.772916,-10.184459,-10.184459,1.125833,199.185843,-209.370302,-1.125833,-182.471553,2.703731,-12.88819,-199.185843,0,0,-210.944736,3.829564,-199.185843,15.588457,-191.705115,-15.588457,20.543855,3.829564,-12.884726,-1.125833,-4.278165,198.06001,-0.677232,-3.829564,-3.829564,-12.884726,-1.125833,-198.06001,0,cluster1
2846,-13.111625,-102.104395,45.968628,153.303817,27.60889,5.248114,-0.741318,-4.506796,104.719792,-111.841985,-2.615397,-71.845467,3.278772,-1.404693,-117.831416,4.506796,0.741318,-144.035613,6.652807,-107.335189,38.105118,-105.365847,-34.731083,47.356001,4.02009,-43.839938,2.615397,-30.982925,111.841985,34.085028,1.228024,-6.635487,-34.085028,7.880831,-117.814096,0,cluster1
2847,12.366843,-29.687351,6.928203,24.248711,6.928203,-12.366843,0,0,17.320508,-17.320508,0,-10.392305,2.473369,-2.473369,-17.320508,0,0,-9.4085,2.473369,-17.320508,6.928203,-19.793877,-6.928203,9.401572,2.473369,-4.454835,0,-6.928203,29.687351,4.454835,-2.473369,-2.473369,-4.454835,0,-17.320508,0,cluster1
2848,0,-66.995725,34.10408,78.531184,-18.550264,15.051522,13.021558,-5.521778,44.444424,-49.931561,-7.517101,-17.874764,-3.756818,-13.307346,-74.530146,13.021558,9.529744,-57.724057,28.324227,-29.392902,41.60386,-40.670285,5.528706,47.376786,-9.261276,-33.835613,15.034201,9.0032,42.431781,5.779854,1.744175,1.744175,-28.313835,7.517101,-59.478625,0,cluster1
2849,3.297825,-11.570099,-2.286307,13.30215,9.768767,0,-0.720533,-3.297825,19.606815,-23.625173,0,-17.154231,1.011518,2.286307,-14.867924,-0.720533,-3.297825,-11.570099,1.011518,-11.570099,5.750409,-15.879442,-4.309342,2.743568,-1.565774,-2.577292,-8.757249,-6.470942,18.886282,0,-5.750409,-10.4893,-8.757249,-7.316183,-11.570099,0,cluster1
2850,3.654627,-123.703069,14.860996,141.300705,6.651075,1.818653,-0.361999,-0.555988,122.785082,-124.259057,-2.73664,-112.4967,0.902398,-2.165064,-126.439709,-2.180652,0.361999,-134.563027,6.737678,-124.621056,13.943009,-130.979414,-13.598331,25.23598,4.901704,-13.2346,-4.555294,-9.749714,123.34107,6.304665,-7.638344,-6.720357,-9.041305,-3.637307,-129.176349,0,cluster1
