@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N20-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
1735,0,0,0,0.452065,-22.51666,15.46375,0,0,0,127.594987,0.452065,141.508551,128.23931,135.099963,136.007558,136.911688,-136.459623,-21.157001,-111.223643,5.956523,1,cluster1
1736,9.041305,1.125833,1.125833,-1.125833,-37.4989,21.056542,-1.125833,2.251666,-11.292971,190.572354,-1.125833,195.721741,204.763046,195.721741,198.252267,198.252267,-198.252267,-33.842541,-156.818148,-7.915472,1,cluster1
1737,5.322592,2.24647,1.749371,-2.748765,-99.06811,82.499312,-0.536936,1.738979,-5.80237,1799.169508,-0.9457,1810.448623,1809.409393,1805.611005,1806.258792,1811.967632,-1808.105159,-89.114014,-1703.672887,-0.128172,1,cluster1
1738,7.707626,0.554256,-0.498831,-5.296611,-26.09681,8.907937,5.632629,0.33775,-6.723821,320.031028,-2.927166,324.794167,322.97205,320.732508,324.820148,323.780918,-323.763597,-20.368917,-290.052692,-3.507403,1,cluster1
1739,3.204294,0,0,0.446869,-25.720954,11.869744,3.204294,0,-3.204294,134.138675,0.446869,151.641048,135.172709,142.028166,144.265976,141.95542,-144.712845,-19.831982,-120.031121,-0.446869,1,cluster1
1740,10.184459,1.125833,1.125833,-1.125833,-38.624733,19.823321,0,2.251666,-12.436125,199.142542,-1.125833,205.507828,213.440621,204.381995,207.439065,206.313232,-207.439065,-33.315997,-166.077692,-10.184459,1,cluster1
1741,4.970986,-1.645448,1.662769,-0.814064,-284.056332,265.732967,-0.814064,-0.814064,-5.78505,399.793699,0,413.128759,418.117065,413.146079,416.807635,415.97625,-414.330802,-279.580713,-128.701767,-2.511474,1,cluster1
1742,8.991076,-0.521347,0.363731,-2.80419,-87.491082,65.731328,2.009179,-0.006928,-9.959292,1511.086158,-1.815189,1522.0587,1525.48816,1517.356182,1519.365361,1522.739396,-1520.17596,-76.948089,-1427.216794,-1.752835,1,cluster1
1743,10.028574,0,-2.494153,-2.494153,-22.016098,5.287951,0,-2.024767,-12.522727,64.314511,0,73.508236,78.548504,68.050544,71.952855,71.952855,-74.447008,-12.656095,-53.04752,-12.992113,1,cluster1
1744,8.417767,0,4.208883,0,-108.894034,78.222879,8.435087,0,-8.417767,115.115561,0,128.916542,120.498775,120.481454,122.050692,126.259576,-126.259576,-90.489262,-18.47059,-12.62665,1,cluster1
1745,5.940934,0,3.607862,-2.333072,-8.076553,4.300682,-4.30761,0,-7.591579,44.298931,0,46.765372,49.098444,48.73991,42.798975,50.731768,-46.765372,-4.451371,-36.031853,-5.940934,1,cluster1
1746,4.226204,0,2.823243,-4.243524,-20.45552,10.541261,-0.017321,0.232095,-8.469728,91.28947,-1.170866,96.994845,102.641331,95.591884,94.403697,101.23837,-95.591884,-12.217886,-75.136364,-2.823243,1,cluster1
1747,5.317396,-3.983717,3.983717,-3.983717,-247.267573,219.724501,-0.034641,0,-9.301113,293.908237,0,312.150197,317.502234,310.868479,315.714757,317.065757,-311.73104,-237.086579,-66.652779,-1.333679,1,cluster1
1748,5.507922,-1.835974,3.671948,0,-133.263989,124.761352,1.835974,-1.835974,-3.671948,178.55885,0,185.225513,187.061487,188.897461,192.569409,187.061487,-185.225513,-131.428015,-51.961524,-3.671948,1,cluster1
1749,12.488086,1.784012,1.784012,-1.784012,-5.196152,-11.606472,3.568025,1.784012,-8.920062,30.378439,-1.784012,32.908965,38.261002,32.908965,38.467116,34.899092,-34.899092,-4.990038,-20.37065,-8.920062,1,cluster1
1750,5.750409,0.484974,0.952628,-4.330127,-29.444864,19.845838,4.295486,1.922576,-6.235383,334.178419,-1.922576,339.481958,337.542061,342.842137,343.947185,341.071981,-340.569686,-24.979637,-307.511764,-3.827832,1,cluster1
1751,3.39482,0,0,0,-5.196152,-0.883346,0,0,-3.39482,51.008896,0,60.483214,50.298755,53.693575,53.693575,53.693575,-53.693575,-5.196152,-48.497423,3.39482,1,cluster1
1752,0,0,-0.649519,-0.649519,-66.900462,59.05254,-0.649519,0.909327,0.649519,356.31576,0.909327,365.46272,366.112239,365.46272,366.761759,365.852432,-365.852432,-68.069597,-296.873508,0,1,cluster1
1753,3.564561,-3.460638,-16.890959,-11.656702,-17287.690909,16888.245352,-16.856318,6.557544,16.9256,16989.502774,1.778816,17431.390504,17446.473203,17421.342878,17428.797624,17432.305027,-17430.566048,-17299.158817,-107.281495,-1.404693,1,cluster1
1754,5.322592,2.24647,1.749371,-2.748765,-99.066378,82.521829,-0.536936,1.737247,-5.80237,1797.461706,-0.9457,1808.716572,1807.677342,1803.880687,1804.46612,1810.174959,-1806.312486,-89.176368,-1702.00319,-0.12644,1,cluster1
1755,7.700698,-3.942148,3.609594,-1.905256,-676.438586,617.999192,-2.054212,1.531133,-11.195976,922.563006,-0.935307,977.805035,979.859247,980.836124,980.195265,985.876391,-977.372022,-664.799205,-296.658734,-1.250541,1,cluster1
1756,8.587508,-0.931843,1.958949,-2.66909,-123.21463,100.334239,2.634449,-2.191044,-8.939114,255.553704,-0.69282,268.724219,268.84373,262.327755,265.925225,266.670006,-265.267045,-112.183199,-139.43009,-6.389535,1,cluster1
1757,4.607255,0.779423,1.690482,-3.678876,-40.69107,26.66319,5.137263,2.038624,-10.125569,313.246585,-2.684679,319.268925,320.263123,314.926674,317.445076,317.843448,-317.081345,-33.283088,-278.014939,-4.359572,1,cluster1
1758,6.391267,-1.732051,1.276521,-0.933575,-146.999152,134.11789,4.065123,-0.462458,-4.879187,1206.361263,-0.737854,1214.669911,1211.65441,1212.776779,1214.524419,1211.143455,-1211.084566,-139.823266,-1065.824393,-5.190956,1,cluster1
1759,1.020178,4.175974,-0.308305,-1.886203,-197.607945,175.158834,-1.17433,-0.249415,2.040356,750.140812,0,777.844965,778.15327,771.87805,770.762609,774.226711,-772.49466,-194.547411,-573.558233,3.155797,1,cluster1
1760,8.244562,-4.624576,-6.531564,-3.881526,-234.176733,199.598071,0.06755,-3.574953,-5.662074,1257.008161,-0.462458,1287.814416,1290.050494,1280.032312,1280.461861,1288.181611,-1286.536163,-216.069874,-1044.502847,-0.524811,1,cluster1
1761,7.776908,-2.580756,1.939897,-4.520653,-19.646652,5.384946,3.186973,-2.177188,-11.015843,158.475721,0,161.704263,166.294198,156.832004,164.013087,164.065049,-160.167934,-10.087464,-139.766108,-4.941541,1,cluster1
1762,19.243084,0,0,-19.243084,-11.344933,0,-28.855966,-9.630202,0,5.196152,0,26.171288,6.928203,6.928203,-2.701999,16.558406,-26.171288,27.141236,14.046932,9.612882,1,cluster1
1763,7.955309,-1.51208,0.871222,-1.046159,-1011.353127,991.509021,3.261452,-0.753442,-5.062785,2305.699107,-0.883346,2321.611458,2320.047416,2319.051487,2321.287564,2319.988526,-2319.209103,-1000.822258,-1304.542563,-2.665626,1,cluster1
1764,5.189224,-1.032302,-1.416818,-4.541437,-449.673299,426.205742,3.588809,-1.484368,-0.245951,1223.726805,0,1245.406884,1242.66678,1240.021939,1240.520769,1243.014922,-1242.183538,-447.6901,-780.95746,0.223435,1,cluster1
1765,2.320948,1.160474,3.481422,-3.481422,-28.890607,13.541173,-0,1.160474,-6.962844,158.496505,-1.160474,161.080725,163.401673,157.599303,158.127578,165.090423,-161.609001,-20.239014,-131.661842,-1.160474,1,cluster1
1766,7.690306,-2.078461,0.957824,-0.090067,-94.712002,78.158793,-0.271932,2.284575,-8.682771,1296.86265,0.822724,1307.681039,1313.660079,1308.340951,1320.560569,1322.742953,-1316.949243,-74.980479,-1202.8452,-7.402785,1,cluster1
1767,2.355589,1.177795,3.533384,-3.533384,-28.95989,13.525585,-0,1.177795,-7.066767,162.066262,-1.177795,164.544827,166.900416,161.011443,161.546647,168.613414,-165.08003,-20.180124,-135.049734,-1.177795,1,cluster1
1768,3.204294,-1.922576,0.117779,-1.163938,-33.321193,24.861857,0.117779,0.103923,-1.399497,243.9455,0,248.964983,248.206345,248.86106,248.10069,247.459831,-246.818972,-29.37385,-214.821066,-1.385641,1,cluster1
1769,8.092141,-1.57963,1.084264,-1.025374,-1185.04145,1163.983176,3.474494,-0.969948,-4.946737,2525.108375,-0.848705,2541.99587,2539.543286,2538.909356,2540.850985,2539.621229,-2539.153575,-1174.110477,-1351.41359,-3.249327,1,cluster1
1770,9.405036,0,0,0,-68.000315,43.924808,5.646486,0,-9.405036,162.449045,0,178.99013,173.360965,171.47303,175.200403,169.553918,-175.200403,-58.626456,-111.038313,-13.180907,1,cluster1
1771,7.482459,-2.494153,-5.093961,-0.105655,-526.42047,479.147607,-0.937039,-0.917987,-5.714036,1206.728458,-3.325538,1263.357859,1258.475208,1258.456155,1258.28295,1263.271257,-1263.271257,-511.821014,-724.341916,2.580756,1,cluster1
1772,6.864117,-0.663375,2.054212,-0.60795,-1205.593965,1185.285669,1.257469,-1.806529,-3.162725,2543.627462,-1.264397,2561.569776,2560.346949,2559.872367,2560.213581,2561.980273,-2558.637414,-1199.166324,-1347.630791,-0.711873,1,cluster1
1773,6.928203,0.69282,0.69282,-4.156922,-20.78461,11.189048,-0.69282,-0.69282,-9.699485,165.34157,-0.69282,170.78021,172.16585,168.008928,165.452421,170.994984,-169.609343,-16.412913,-146.316724,-6.235383,1,cluster1
1774,4.364768,-1.454923,1.214168,-1.695678,-10.15155,3.768943,-3.1506,1.454923,-7.033858,50.917098,-1.454923,50.506602,56.567047,51.961524,50.506602,53.416447,-50.506602,-6.027537,-42.783387,-1.454923,1,cluster1
1775,5.906293,-1.472243,1.222828,-0.249415,-10.14289,3.649431,-1.721659,0,-4.184635,47.411427,-1.472243,48.497423,53.180888,48.497423,48.497423,48.497423,-48.497423,-5.975575,-37.855702,-1.489564,1,cluster1
1776,7.756124,0.904131,1.053087,-0.976877,-122.535666,96.302025,1.434138,-1.046159,-7.513636,851.756769,-1.506884,870.577233,874.841542,865.807165,869.766634,870.199646,-868.27707,-115.077456,-741.799256,-1.922576,1,cluster1
1777,4.468691,1.125833,-1.496492,-2.622325,-26.580052,9.959292,0.737854,2.234346,-8.549403,116.612053,-3.342858,119.511506,123.259664,117.27716,121.354408,125.823099,-124.697266,-16.205067,-90.295273,-4.468691,1,cluster1
1778,5.196152,-0.866025,2.135619,-3.060534,-52.328719,33.454561,2.135619,0.829652,-7.331771,273.783539,0,286.654409,287.982892,278.896553,283.96107,286.559146,-285.69312,-40.83483,-230.031936,-5.159779,1,cluster1
1779,8.556331,-0.484974,0,-7.621024,-111.670512,96.19637,-6.252703,-1.744175,-5.715768,592.250525,-0.935307,600.069002,597.730734,596.599705,597.088143,602.388218,-599.963347,-100.02247,-474.301329,3.147136,1,cluster1
1780,8.299987,-5.182296,0.21131,-2.598076,-201.380351,187.787217,3.883258,-2.308824,-10.517013,6052.509519,0.096995,6060.639765,6063.327908,6058.545716,6062.44283,6061.528307,-6060.218877,-197.588892,-5850.5905,-2.492421,1,cluster1
1781,16.229316,-1.351,6.754998,0,-47.527474,34.367352,0,1.351,-17.580316,252.276664,-1.351,251.909469,264.085787,257.313468,256.972254,261.025253,-254.270255,-35.709691,-200.67021,-13.527317,1,cluster1
1782,8.054036,0.623538,1.124101,-1.352732,-263.044824,240.450221,2.960075,3.100371,-12.295829,308.050432,-3.100371,320.897053,328.485168,324.620962,322.767668,324.032065,-320.914374,-259.44389,-56.428483,-5.577204,1,cluster1
1783,6.453621,0.803672,1.432406,-3.458905,-909.778739,891.677076,1.397765,1.680089,-9.295917,1474.299131,-1.160474,1486.698882,1491.415257,1486.757772,1486.6296,1488.413613,-1485.763575,-901.646761,-575.201949,-4.257381,1,cluster1
1784,10.719662,0.746514,0.727461,-4.072051,-854.671811,749.782278,2.199705,-6.046589,-11.102446,2682.692089,-12.843157,2767.19192,2792.4279,2775.24076,2779.643633,2779.149999,-2776.915653,-855.193158,-1906.210248,-2.747033,1,cluster1
1785,7.863511,-2.615397,-0.154153,-0.154153,-37.112653,26.638941,1.577898,-0.820992,-7.709358,380.678787,0,395.825571,388.116213,387.917027,393.922047,393.073342,-394.805393,-27.700689,-345.429821,-0.928379,1,cluster1
1786,15.179693,-0.266736,0,-5.691519,-10.901528,-6.961112,1.489564,0.533472,-8.954703,85.603147,0,93.554992,98.041004,94.244349,97.874727,93.406036,-96.385163,-13.49614,-72.108739,-10.444266,1,cluster1
1787,8.52169,-1.212436,0.562917,-1.654109,-153.425061,141.125768,-0.528275,-0.112583,-9.985273,548.22699,0,551.5889,560.344417,553.087124,552.392572,554.765481,-551.769033,-149.94537,-397.152322,-6.919543,1,cluster1
1788,8.556331,-0.484974,0.001732,-7.619292,-111.672244,96.19637,-6.250971,-1.744175,-5.7175,592.252257,-0.935307,600.069002,597.729002,596.599705,597.077751,602.377826,-599.952955,-100.032862,-474.313453,3.147136,1,cluster1
1789,1.321555,-1.321555,0,-1.813457,-107.38715,70.272765,-3.135012,-14.422787,-3.135012,221.371682,-15.744342,245.384834,276.873518,258.486066,256.672609,262.942633,-259.807621,-105.573693,-137.997684,1.321555,1,cluster1
1790,0,0,12.592009,0,-13.856406,10.392305,0,0,0,86.60254,0,90.066642,90.066642,90.066642,90.581061,90.581061,-90.581061,-13.341987,-75.695816,0,1,cluster1
1791,6.659735,-0.909327,1.385641,-1.01325,-1158.650192,1138.528957,1.195115,-1.624664,-3.464102,2323.317528,-1.385641,2340.892647,2340.909968,2340.049138,2340.482151,2342.231522,-2338.576895,-1152.437325,-1174.226524,-0.627002,1,cluster1
1792,7.742267,-1.247077,-0.479778,-2.783406,-41.297287,28.947765,-1.57097,-0.710141,-9.462194,545.796922,0,550.428426,557.23019,551.311772,549.674984,553.121765,-550.956702,-37.438278,-507.556705,-6.321985,1,cluster1
1793,6.694376,-0.943968,0.410496,-4.361304,-57.911119,50.038948,-4.075516,1.927773,-8.72434,298.595167,0,307.516961,305.859388,308.473053,305.365754,311.808983,-309.869086,-44.295467,-245.883665,-5.132067,1,cluster1
1794,5.352037,-0.814064,1.17433,-3.363643,-339.599738,321.939748,0.360267,0,-8.137175,1042.071048,-0.259808,1053.623827,1057.247277,1050.939148,1052.745677,1056.24442,-1053.559741,-334.436494,-711.639055,-3.481422,1,cluster1
1795,14.566547,-3.238935,2.937558,-3.505671,-48.618666,18.044505,-0.284056,-1.326751,-19.114913,217.008646,-1.610807,227.123822,245.213361,230.078701,235.984994,237.578481,-231.117932,-39.490758,-172.349448,-10.000861,1,cluster1
1796,7.903348,1.120637,1.103316,-1.177795,-95.262794,69.739294,1.90006,-0.093531,-7.823673,730.466447,-0.398372,749.134491,750.386764,742.935481,747.05603,747.090671,-745.514505,-86.770549,-647.568764,-2.580756,1,cluster1
1797,4.78046,-2.442192,0.935307,-1.316359,-438.591638,356.213569,-0.952628,-16.123661,-7.032126,1857.224387,-19.745379,1922.870845,1955.346798,1934.214046,1932.776444,1938.890583,-1936.06734,-432.475766,-1484.177016,-1.075604,1,cluster1
1798,5.923614,-0.225167,0.620074,-4.870527,-35.604036,25.468075,-2.25513,-0.956092,-9.869226,559.268813,-0.415692,564.215551,567.12886,564.080451,559.661989,568.668653,-565.15259,-29.827647,-523.250817,-5.885509,1,cluster1
1799,5.525242,0,-0.358535,-0.358535,-45.137244,36.787027,-2.194508,-3.330734,5.883777,129.600702,0,142.357256,137.190548,136.473479,139.026522,135.354574,-142.71579,-38.894933,-86.929898,1.477439,1,cluster1
1800,7.811549,0,0,-3.342858,-20.985528,13.198227,1.125833,-0.907595,-6.703037,105.800592,0,110.227713,113.587892,111.152629,112.254213,112.236892,-112.236892,-16.357488,-85.015982,-6.903955,1,cluster1
1801,5.525242,0,-0.358535,-0.358535,-45.137244,36.787027,-2.194508,-3.330734,5.883777,129.600702,0,142.357256,137.190548,136.473479,139.026522,135.354574,-142.71579,-38.894933,-86.929898,1.477439,1,cluster1
1802,11.691343,0,2.338269,2.338269,-34.121401,20.410487,-2.338269,2.338269,0,130.742123,0,139.7765,135.099963,137.438232,145.991098,134.299756,-143.65283,-23.230265,-99.440501,-2.338269,1,cluster1
1803,4.468691,-0.883346,1.338875,-3.129816,-8.992808,-0.930111,1.321555,2.527062,-6.725553,91.56833,-2.667358,96.12882,99.310597,93.636399,96.302025,98.986704,-95.401358,2.873472,-85.223828,-2.544383,1,cluster1
1804,2.06114,1.541525,-1.434138,-1.451459,-51.07991,44.080693,-0.949164,0.08487,-3.692732,287.231182,0,289.945305,294.01216,290.39737,287.918806,292.543381,-290.984536,-50.352449,-236.464772,-3.185241,1,cluster1
1805,9.422356,-1.177795,0,-1.177795,-30.965604,23.154055,-1.177795,-3.121156,-5.888973,161.998712,0,169.810261,169.810261,165.864649,165.511311,169.044695,-170.222489,-23.839947,-129.010072,-5.123406,1,cluster1
1806,6.659735,-0.909327,1.385641,-1.01325,-1158.650192,1138.528957,1.195115,-1.624664,-3.464102,2323.317528,-1.385641,2340.892647,2340.909968,2340.049138,2340.482151,2342.231522,-2338.576895,-1152.437325,-1174.226524,-0.627002,1,cluster1
1807,8.071357,0,-2.71932,-0.987269,-143.17132,124.241736,-1.576166,-0.190526,-4.226204,377.467565,-0.571577,398.943263,395.323276,392.777162,391.524889,393.291581,-394.434734,-134.048608,-247.376692,1.316359,1,cluster1
1808,6.058714,-0.46419,-0.46419,-2.256862,-73.875431,62.383274,0.332554,0.46419,-6.32545,310.598279,0.133368,315.299065,319.232552,315.167429,315.896622,315.366615,-314.436504,-71.616837,-242.088741,-4.865331,1,cluster1
1809,4.78046,-1.36832,-0.786351,-6.242311,-22.062863,12.990381,-3.540312,-1.035766,-8.774569,122.307036,0,128.84726,130.343751,129.190206,125.850812,134.060733,-130.631272,-14.233994,-101.383862,-2.393694,1,cluster1
1810,6.668396,0,1.771888,-2.760889,-107.842679,94.445266,2.430067,0.441673,-6.431105,440.92471,-0.107387,450.194646,445.663601,446.869108,448.743187,448.519753,-447.752454,-104.295439,-336.386783,-4.127477,1,cluster1
1811,3.723909,-0.017321,0.917987,-5.577204,-114.315353,101.150035,-4.659217,0.917987,-9.301113,166.41371,-0.917987,174.001824,179.579028,174.937132,171.35525,180.656363,-173.225865,-106.742827,-60.47975,-0.952628,1,cluster1
1812,6.805228,-0.968216,0.699749,-2.852688,-551.720536,539.887165,-2.417943,-2.561703,-6.19035,1731.64724,-0.536936,1738.596228,1740.840965,1736.552408,1738.921853,1741.173519,-1738.610084,-544.002518,-1181.871797,-2.378106,1,cluster1
1813,0.038105,-0.038105,-0.038105,0.038105,-8.660254,2.667358,-0.038105,0.109119,0.038105,10216.41855,0.071014,10222.601971,10222.601971,10222.487656,10222.596775,10222.640077,-10222.601971,-8.655058,-10213.827402,-0.038105,0,cluster1
1814,7.378536,-2.944486,0,-2.426603,-3.464102,-2.253398,-5.888973,-2.944486,-7.378536,43.231988,0.517883,46.505564,47.477245,45.033321,38.884541,48.753766,-42.34691,-0.26154,-38.366657,-3.47969,0,cluster1
1815,0,0,0,0,-1.732051,0,-57.729253,0,0,3.464102,57.729253,5.196152,5.196152,5.196152,5.196152,5.196152,-5.196152,-1.732051,54.265152,0,0,cluster0
1816,-8.8681,-2.217025,-4.660949,-0.226899,-11.897457,11.526798,4.207151,0,-8.641201,109.541821,-4.43405,108.149252,112.810201,114.800328,104.169,117.47115,-128.556275,-20.538658,-99.778251,-2.217025,0,cluster1
1817,0.019053,-0.019053,-0.42262,-0.161081,-48.317289,40.857346,-0.301377,0.701481,0.05889,3224.167545,0.561184,3232.147103,3232.205993,3232.108998,3232.567991,3231.76432,-3232.006807,-49.07766,-3183.22706,0.140296,0,cluster1
1818,-3.533384,0,2.371178,2.371178,-14.356969,0.588897,9.437945,14.133535,-12.971328,55.129445,-10.600151,74.755313,68.850752,71.221929,46.488244,50.021627,-64.155162,-29.65271,-47.473781,7.066767,0,cluster1
1819,0.235559,1.219364,-1.927773,-0.237291,-48.024573,42.312269,-1.927773,1.92604,0.47285,252.914059,1.690482,260.04318,260.51603,259.572062,260.04318,258.352698,-259.807621,-48.96854,-209.617985,1.690482,0,cluster1
1820,0,0,0,0,-1.732051,0,0,0,0,0,0,1.732051,1.732051,1.732051,1.732051,1.732051,-1.732051,-1.732051,0,0,0,cluster1
1821,12.661291,-8.435087,-8.435087,0,-12.124356,-3.568025,-8.435087,0,-12.661291,45.466334,-8.435087,40.062335,61.158714,48.497423,49.178119,57.613206,-57.613206,-11.44366,-35.692371,-12.661291,0,cluster1
1822,6.928203,0,0,0,-12.124356,1.238416,0,0,-6.928203,23.755077,0,27.712813,34.641016,27.712813,28.975478,28.975478,-28.975478,-10.861691,-14.325792,-6.928203,0,cluster1
1823,-15.744342,-8.054036,-0.064086,-5.606648,-434.680667,411.029513,16.113269,7.638344,-17.360345,1347.104248,-2.095781,1370.485201,1365.838109,1370.467881,1355.414627,1369.461559,-1386.470298,-450.231019,-936.249672,0.415692,0,cluster1
1824,4.676537,-3.117691,1.30077,-4.934613,-18.967688,5.081837,2.859616,3.117691,-12.21269,137.152443,-1.558846,142.201371,151.812521,145.319063,142.201371,145.319063,-142.201371,-17.666918,-122.717532,-3.117691,0,cluster1
1825,0,0,5.875116,-0.533472,-18.519087,18.792751,5.875116,0,0.533472,41.035748,0,48.237615,51.975381,48.237615,48.237615,38.624733,-38.624733,-15.848265,-31.855878,0,0,cluster1
1826,-4.451371,-2.424871,0.306573,0.476314,-30.690208,27.598498,6.00502,-0.498831,-4.740623,1224.249884,-0.5404,1226.309292,1227.980721,1228.245725,1225.117641,1227.622187,-1232.440752,-33.286552,-1195.695294,3.186973,0,cluster1
1827,3.204294,3.204294,2.712392,-0.491902,-8.168352,-0.866025,5.916686,3.204294,-5.916686,43.155778,-3.204294,49.969666,53.665862,46.765372,46.765372,43.561078,-43.561078,-8.660254,-40.817509,-3.204294,0,cluster1
1828,2.494153,-5.005627,2.066337,2.066337,-10.934437,9.734126,-0.427817,0,0.427817,82.052443,-5.005627,86.60254,89.541831,89.096694,86.60254,86.60254,-86.60254,-11.362253,-77.323944,-2.494153,0,cluster1
1829,0,-10.184459,0,0,-6.928203,3.464102,0,0,0,24.248711,0,17.528354,27.712813,27.712813,38.842971,28.658513,-18.474054,4.201955,-19.83891,10.184459,0,cluster1
1830,0,-2.771281,3.957736,3.957736,-48.298237,39.857953,2.572095,2.771281,-5.343377,209.399746,-2.771281,212.695839,218.437588,208.538917,210.123744,208.738103,-208.738103,-44.141315,-166.571326,1.385641,0,cluster1
1831,2.615397,-2.632717,-0.947432,1.667965,-7.712822,0.398372,1.667965,2.615397,-6.898758,47.134299,-2.615397,43.249309,54.675648,45.882026,53.745537,48.497423,-43.249309,-0.796743,-38.889737,2.632717,0,cluster1
1832,8.036716,-4.018358,-4.018358,-4.018358,-12.678612,2.140815,8.036716,4.018358,-8.036716,24.033937,0,26.535018,22.51666,26.535018,23.16618,23.16618,-19.147822,-8.010735,-17.225245,-4.018358,0,cluster1
1833,6.599114,3.290897,-0.377587,0.730925,-41.018427,24.361295,-3.685804,6.599114,-7.312719,191.507662,1.091192,193.504716,203.789634,195.721741,201.229663,192.413524,-194.613229,-39.21363,-153.94814,2.182384,0,cluster1
1834,3.013768,1.004589,-1.139689,0.86949,-15.903691,6.664932,-2.144279,4.018358,-0.86949,192.96778,-1.004589,197.453792,198.593481,200.46756,196.937641,195.933051,-200.955999,-23.587068,-172.754748,1.004589,0,cluster1
1835,-0.848705,-2.39023,-0.651251,-2.210097,-49.831102,42.932343,1.652376,1.29211,-5.289683,1455.762723,-1.662769,1460.222754,1459.523005,1461.320874,1455.501183,1461.649964,-1463.433976,-50.333396,-1408.285478,-0.772495,0,cluster1
1836,6.512511,-3.256256,5.953059,0,2.083657,-2.696803,-3.815708,0,-5.953059,18.493106,3.815708,20.78461,24.040865,24.040865,20.225157,21.344062,-14.272099,8.036716,-18.493106,-3.815708,0,cluster1
1837,3.671948,-3.671948,3.671948,0,-24.040865,23.128074,-3.671948,0,-3.671948,73.357548,0,74.270339,74.270339,81.614234,77.942286,81.614234,-74.270339,-16.69697,-50.229473,0,0,cluster1
1838,-14.029612,-9.353074,0,-7.014806,-3.464102,-7.866975,14.029612,9.353074,-16.36788,4.863599,0,13.856406,6.841601,11.518138,-0.173205,13.856406,-27.886018,-15.155445,-10.392305,0,0,cluster1
1839,-3.08305,0,-0.581969,-0.581969,-4.995235,5.353769,-0.581969,0,0.581969,35.567663,0,30.206966,36.955036,36.373067,36.373067,39.456117,-33.290017,-5.577204,-24.047793,3.08305,0,cluster1
1840,0,0,0,0,-1.732051,0,0,0,0,10.392305,0,12.124356,12.124356,12.124356,14.402002,14.402002,-14.402002,0.545596,-8.114658,0,0,cluster1
1841,-6.010216,0,0,0,-19.052559,16.520301,6.010216,-1.489564,-6.010216,120.685836,0,123.218094,124.707658,124.707658,121.676569,124.707658,-130.717874,-23.573211,-105.655099,0,0,cluster1
1842,-5.005627,-2.494153,-0.2702,2.223953,-17.050308,4.418462,4.735427,7.482459,-2.241274,81.674856,-7.482459,84.87049,80.152383,84.87049,77.912841,85.412621,-90.418248,-21.784003,-66.73765,4.988306,0,cluster1
1843,0,5.248114,0,0,-6.928203,-0.983805,5.248114,5.248114,-5.248114,31.977122,-5.248114,34.641016,34.641016,34.641016,34.641016,34.641016,-34.641016,-6.928203,-27.712813,0,0,cluster1
1844,6.633755,-0.935307,-0.793279,-0.325626,-19.523677,12.531388,-0.325626,1.484368,-5.840475,151.739775,-0.386247,151.814253,159.708941,156.49079,154.701582,155.087829,-153.684868,-19.930709,-133.042287,-6.166101,0,cluster1
1845,7.794229,-1.299038,0.845241,0.845241,-3.443317,-3.787995,-0.453797,0,-6.041393,36.894414,0,38.53813,45.487118,41.136207,41.136207,39.837169,-38.53813,-2.598076,-34.187219,-6.495191,0,cluster1
1846,7.653933,-0.777691,0.282324,0.384515,-20.356793,10.929241,0.265004,1.453191,-5.772925,208.857615,0,211.793441,218.370038,214.983878,214.393249,213.042249,-212.36675,-19.518481,-191.273835,-6.098551,0,cluster1
1847,3.595737,0.820992,-0.49017,0.898934,-149.730596,145.28269,0.54906,-0.249415,-2.367713,3450.581227,-1.583094,3456.456343,3457.455736,3456.193071,3456.371472,3454.816091,-3456.347224,-145.861195,-3305.272556,1.680089,0,cluster1
1848,-28.855966,0,0,0,-29.444864,24.032205,28.855966,0,-28.855966,37.888611,0,43.30127,43.30127,43.30127,14.445304,43.30127,-72.157237,-58.30083,-13.856406,0,0,cluster1
1849,-6.858921,-0.225167,0.039837,0.069282,-44.745801,39.454385,7.349092,-0.327358,-6.223259,744.286481,-0.195722,750.428333,750.809384,749.179524,744.215467,749.782278,-757.287254,-50.643434,-704.411207,1.648912,0,cluster1
1850,2.73664,-8.227241,2.73664,-5.490601,-4.191563,-3.962932,0,5.490601,-8.209921,26.486521,0,31.904376,29.150415,37.377656,31.904376,37.377656,-34.641016,-1.454923,-27.712813,-2.73664,0,cluster1
1851,1.042695,-1.423746,3.756818,-1.43587,-208.571826,202.159774,4.48428,1.406425,-4.48428,1246.442651,-1.091192,1256.259915,1256.902506,1252.321231,1250.35189,1251.079351,-1249.243377,-207.778547,-1045.760316,-0.048497,0,cluster1
1852,0,-6.183421,0,0,-12.124356,8.660254,0,0,0,24.248711,0,21.529392,27.712813,27.712813,35.080957,28.897536,-22.714114,-4.756212,-14.403735,6.183421,0,cluster1
